Invoice Number,Date Time,Customer ID,Product ID,Quantity,Price per Unit,Return Status,Sales Channel,Total Sales,Customer Age Group,Region,Product Category
11728,11/01/2021 07:11,35,32,2,32.6,Not Returned,In-Store,65.2,36-45,East,Clothing
1172,08/01/2021 03:05,98,9,3,43.69,Not Returned,Online,131.07,26-35,East,Foot wear
11730,06/01/2021 06:44,70,24,4,32.57,Not Returned,In-Store,130.28,46-55,North,Acessories
1173,04/01/2021 20:31,69,10,1,60.52,Not Returned,In-Store,60.52,46-55,South,Footwear
11731,05/01/2021 19:45,32,24,1,46.24,Not Returned,In-Store,46.24,46-55,East,Accessories
11732,06/01/2021 10:58,91,46,2,62.49,Not Returned,Online,124.98,36-45,East,Clothing
11733,11/01/2021 06:02,68,7,4,57.45,Not Returned,Online,229.8,26-35,North,Footwear
11734,08/01/2021 11:50,65,17,7,85.48,Not Returned,In-Store,598.36,26-35,West,Accessories
11735,08/01/2021 14:47,52,28,4,69.67,Not Returned,In-Store,278.68,46-55,East,Footwear
11737,11/01/2021 06:30,40,29,6,96.59,Not Returned,On line,579.54,26-35,East,Foot wear
11738,04/01/2021 03:17,3,18,4,89.76,Not Returned,Online,359.04,36-45,North,Footwear
11739,01/01/2021 01:28,18,38,1,75.6,Not Returned,Online,75.6,56+,East,Footwear
11740,10/01/2021 22:42,1,1,3,87.29,Not Returned,Online,261.87,46-55,West,Accessories
11741,02/01/2021 11:42,30,16,3,61.62,Not Returned,In-Store,184.86,46-55,East,Footwear
11742,01/01/2021 04:00,77,19,4,74.01,Not Returned,Online,296.04,18-25,West,Foot wear
11743,11/01/2021 06:19,29,25,1,78.99,Not Returned,In-Store,78.99,46-55,East,Clothing
1174,03/01/2021 06:41,89,39,5,20.38,Not Returned,Online,101.9,46-55,North,Accessories
11744,07/01/2021 22:27,25,30,3,41.09,Not Returned,In-Store,123.27,18-25,East,Clothing
11746,02/01/2021 09:39,22,26,3,30.87,Not Returned,In-Store,92.61,56+,North,Footwear
11747,03/01/2021 09:59,74,11,6,84.13,Not Returned,Online,504.78,26-35,West,Clothing
11748,04/01/2021 11:54,64,6,1,23.73,Not Returned,In-Store,23.73,26-35,South,Accessories
11750,01/01/2021 19:33,87,31,6,43.96,Not Returned,In-Store,263.76,18-25,South,Clothing
11751,10/01/2021 02:56,18,32,5,47.74,Not Returned,In-Store,238.7,56+,East,Clothing
11752,08/01/2021 00:15,9,8,3,99.23,Not Returned,Online,297.69,36-45,East,Accessories
1175,10/01/2021 00:29,14,30,4,90.8,Not Returned,On line,363.2,26-35,East,Clothing
11753,05/01/2021 13:59,100,31,2,31.95,Not Returned,Online,63.9,18-25,West,Clothing
11755,06/01/2021 01:49,10,48,2,25.83,Not Returned,In-Store,51.66,56+,East,Footwear
11758,03/01/2021 17:42,6,22,3,32.71,Not Returned,Online,98.13,26-35,South,Clothing
11760,11/01/2021 02:35,49,8,7,51.12,Not Returned,Online,357.84,26-35,West,Accessories
1176,09/01/2021 13:32,89,11,2,83.1,Not Returned,Online,166.2,46-55,North,Clothing
11761,10/01/2021 13:25,64,25,4,36.17,Not Returned,In-Store,144.68,26-35,South,Clothing
11762,01/01/2021 12:56,17,47,3,94.28,Not Returned,Online,282.84,46-55,South,Footwear
11763,08/01/2021 02:01,73,39,4,89.58,Not Returned,In-Store,358.32,56+,West,Accessories
11764,10/01/2021 15:46,6,9,6,44.6,Not Returned,In-Store,267.6,26-35,South,Foot wear
11765,08/01/2021 19:22,78,9,3,68.75,Not Returned,In-Store,206.25,46-55,South,Foot wear
11766,03/01/2021 02:31,46,20,4,25.95,Not Returned,Online,103.8,18-25,West,Clothing
11767,03/01/2021 06:28,56,9,6,26.48,Not Returned,In-Store,158.88,18-25,East,Foot wear
11768,02/01/2021 13:12,10,20,2,61.89,Not Returned,Online,123.78,56+,East,Clothing
11769,11/01/2021 03:04,60,6,4,50.39,Not Returned,Online,201.56,26-35,West,Accessories
11770,03/01/2021 02:41,12,48,7,77.43,Not Returned,In-Store,542.01,36-45,West,Footwear
11771,11/01/2021 06:05,57,12,1,28.07,Not Returned,In-Store,28.07,46-55,North,Clothing
1177,09/01/2021 21:05,23,19,6,52.28,Not Returned,Online,313.68,46-55,East,Foot wear
11772,10/01/2021 09:45,60,31,1,35.11,Not Returned,Online,35.11,26-35,West,Clothing
11774,08/01/2021 13:48,52,4,7,31.32,Not Returned,Online,219.24,46-55,East,Clothing
11776,04/01/2021 14:05,20,26,7,58.96,Not Returned,Online,412.72,46-55,North,Footwear
11777,06/01/2021 04:41,93,34,1,51.88,Not Returned,Online,51.88,36-45,North,Footwear
11778,11/01/2021 09:41,27,36,4,43.58,Not Returned,Online,174.32,36-45,North,Clothing
11779,07/01/2021 19:31,21,14,1,90.45,Not Returned,Online,90.45,26-35,East,Clothing
11780,05/01/2021 08:51,41,43,1,41.94,Not Returned,Online,41.94,46-55,East,Clothing
11781,10/01/2021 20:59,83,42,5,65.87,Not Returned,Online,329.35,56+,East,Foot wear
11782,10/01/2021 12:14,100,46,2,34.11,Not Returned,In-Store,68.22,18-25,West,Clothing
11783,05/01/2021 23:02,29,10,1,29.65,Not Returned,In-Store,29.65,46-55,East,Footwear
11784,03/01/2021 22:10,11,46,4,79.73,Not Returned,Online,318.92,46-55,South,Clothing
1178,07/01/2021 16:21,92,47,3,53.64,Not Returned,Online,160.92,18-25,South,Footwear
11785,02/01/2021 04:49,21,2,5,87.94,Not Returned,In-Store,439.7,26-35,East,Clothing
11786,09/01/2021 22:42,38,17,2,53.72,Not Returned,In-Store,107.44,56+,South,Accessories
11788,05/01/2021 13:52,55,48,4,25.45,Not Returned,Online,101.8,36-45,East,Footwear
11790,10/01/2021 04:32,93,49,4,45.73,Not Returned,Online,182.92,36-45,North,Footwear
11791,11/01/2021 06:15,47,2,7,33.46,Not Returned,In-Store,234.22,26-35,East,Clothing
11792,08/01/2021 22:33,9,35,2,96.55,Not Returned,Online,193.1,36-45,East,Footwear
1179,11/01/2021 02:24,45,24,6,21.3,Not Returned,Online,127.8,26-35,North,Accessories
11794,01/01/2021 18:08,33,47,7,59.98,Not Returned,Online,419.86,46-55,East,Footwear
11795,01/01/2021 09:37,46,38,5,52.75,Not Returned,In-Store,263.75,18-25,West,Footwear
11796,01/01/2021 18:31,79,46,4,29.74,Not Returned,Online,118.96,46-55,South,Clothing
11797,05/01/2021 15:35,32,7,4,47.51,Not Returned,On line,190.04,46-55,East,Footwear
11798,03/01/2021 22:06,1,5,6,53.75,Not Returned,Online,322.5,46-55,West,Clothing
11799,09/01/2021 17:46,6,7,7,39.37,Not Returned,Online,275.59,26-35,South,Footwear
11801,11/01/2021 06:50,86,8,2,39.83,Not Returned,On line,79.66,18-25,East,Acessories
11802,06/01/2021 00:13,68,30,5,30.2,Not Returned,On line,151,26-35,North,Clothing
11803,08/01/2021 21:22,65,1,3,59.86,Not Returned,Online,179.58,26-35,West,Accessories
11804,10/01/2021 01:39,97,10,5,65.86,Not Returned,Online,329.3,56+,East,Footwear
1180,07/01/2021 06:21,64,47,1,96.26,Not Returned,Online,96.26,26-35,South,Footwear
11806,07/01/2021 22:59,76,8,6,70.73,Not Returned,Online,424.38,26-35,West,Accessories
11807,06/01/2021 04:26,6,40,5,80.7,Not Returned,Online,403.5,26-35,South,Accessories
11808,04/01/2021 15:23,31,9,7,88.01,Not Returned,In-Store,616.07,36-45,South,Foot wear
11809,09/01/2021 04:42,70,17,4,70.22,Not Returned,In-Store,280.88,46-55,North,Accessories
11810,01/01/2021 06:19,35,15,5,26.74,Not Returned,Online,133.7,36-45,East,Footwear
11811,01/01/2021 21:43,61,36,7,99.67,Not Returned,Online,697.69,26-35,East,Clothing
11812,08/01/2021 04:02,73,31,7,76.88,Not Returned,In-Store,538.16,56+,West,Clothing
11813,07/01/2021 18:35,12,2,6,23.11,Not Returned,Online,138.66,36-45,West,Clothing
11814,10/01/2021 20:03,76,41,5,97.77,Not Returned,Online,488.85,26-35,West,Accessories
1181,02/01/2021 08:57,83,45,6,33.99,Not Returned,Online,203.94,56+,East,Footwear
11815,03/01/2021 12:12,100,19,3,24.61,Not Returned,Online,73.83,18-25,West,Foot wear
11818,03/01/2021 21:26,84,48,6,78.52,Not Returned,Online,471.12,56+,West,Footwear
11819,02/01/2021 20:56,80,13,1,80.67,Not Returned,Online,80.67,46-55,East,Footwear
11820,11/01/2021 03:16,18,36,6,66.9,Returned,Online,401.4,56+,East,Clothing
11821,01/01/2021 06:14,88,49,7,56.48,Not Returned,Online,395.36,18-25,North,Footwear
1182,08/01/2021 21:59,26,29,5,72.82,Not Returned,Online,364.1,36-45,East,Foot wear
11823,01/01/2021 18:37,38,42,4,66,Not Returned,Online,264,56+,South,Foot wear
11824,11/01/2021 05:30,93,14,6,47,Not Returned,In-Store,282,36-45,North,Clothing
11825,09/01/2021 16:44,49,19,1,75.47,Not Returned,Online,75.47,26-35,West,Foot wear
11826,01/01/2021 21:58,19,28,4,59.77,Not Returned,In-Store,239.08,18-25,East,Footwear
11827,09/01/2021 21:33,53,6,7,87.93,Not Returned,Online,615.51,46-55,East,Accessories
11829,07/01/2021 21:30,63,34,4,61.55,Not Returned,Online,246.2,56+,East,Footwear
11830,01/01/2021 11:34,56,35,6,60.16,Not Returned,In-Store,360.96,18-25,East,Footwear
1183,06/01/2021 05:45,4,11,6,67.63,Not Returned,Online,405.78,56+,West,Clothing
11832,06/01/2021 14:48,24,50,2,47.83,Not Returned,In-Store,95.66,18-25,South,Accessories
11833,08/01/2021 08:21,9,29,4,43.83,Not Returned,Online,175.32,36-45,East,Foot wear
11834,07/01/2021 09:16,1,18,2,87.98,Not Returned,Online,175.96,46-55,West,Footwear
11835,02/01/2021 02:51,65,40,1,94.18,Not Returned,In-Store,94.18,26-35,West,Accessories
11836,08/01/2021 07:14,84,16,4,83.36,Not Returned,On line,333.44,56+,West,Footwear
11838,06/01/2021 09:18,78,23,1,96.82,Not Returned,Online,96.82,46-55,South,Clothing
11839,01/01/2021 16:15,71,18,1,60.23,Not Returned,Online,60.23,18-25,North,Footwear
11840,03/01/2021 21:57,59,28,1,86.42,Not Returned,In-Store,86.42,46-55,North,Footwear
11841,09/01/2021 03:43,96,23,6,69.14,Not Returned,In-Store,414.84,36-45,North,Clothing
11842,05/01/2021 14:44,27,49,5,80.55,Not Returned,In-Store,402.75,36-45,North,Footwear
11843,10/01/2021 23:28,79,12,3,73.4,Not Returned,Online,220.2,46-55,South,Clothing
1184,04/01/2021 06:22,52,37,5,43.78,Not Returned,Online,218.9,46-55,East,Footwear
11844,10/01/2021 23:53,36,42,3,66.84,Not Returned,Online,200.52,56+,East,Foot wear
11845,11/01/2021 08:36,17,43,7,37.11,Not Returned,Online,259.77,46-55,South,Clothing
11846,07/01/2021 02:51,26,1,1,20.98,Not Returned,Online,20.98,36-45,East,Accessories
11847,11/01/2021 00:29,25,31,5,54.73,Not Returned,Online,273.65,18-25,East,Clothing
11848,10/01/2021 20:18,100,26,7,97.62,Not Returned,Online,683.34,18-25,West,Footwear
11850,01/01/2021 19:54,24,41,4,93.96,Not Returned,In-Store,375.84,18-25,South,Accessories
11852,01/01/2021 19:53,8,18,6,25.87,Not Returned,Online,155.22,,West,Footwear
11853,04/01/2021 21:07,27,45,4,79.64,Not Returned,Online,318.56,36-45,North,Footwear
11854,04/01/2021 02:03,20,39,6,20.37,Not Returned,In-Store,122.22,46-55,North,Accessories
1185,05/01/2021 10:31,37,49,1,39.39,Not Returned,Online,39.39,36-45,South,Footwear
11855,08/01/2021 19:55,31,12,4,68.25,Not Returned,Online,273,36-45,South,Clothing
11856,04/01/2021 10:47,67,29,1,41.19,Not Returned,Online,41.19,26-35,South,Foot wear
11857,08/01/2021 21:48,53,1,7,53.99,Not Returned,In-Store,377.93,46-55,East,Accessories
11858,02/01/2021 15:32,58,35,3,93.31,Not Returned,Online,279.93,26-35,West,Footwear
11859,09/01/2021 05:45,40,19,3,43.27,Not Returned,Online,129.81,26-35,East,Foot wear
11860,10/01/2021 01:51,62,13,6,42.45,Not Returned,In-Store,254.7,46-55,East,Footwear
11861,08/01/2021 16:22,13,25,3,20.06,Not Returned,Online,60.18,56+,North,Clothing
11862,05/01/2021 12:32,24,36,7,36.45,Not Returned,Online,255.15,18-25,South,Clothing
11863,10/01/2021 13:17,12,6,5,24.72,Not Returned,In-Store,123.6,36-45,West,Accessories
11864,06/01/2021 07:55,34,16,6,99.23,Not Returned,In-Store,595.38,18-25,North,Footwear
11865,07/01/2021 10:33,93,28,7,22.62,Not Returned,Online,158.34,36-45,North,Footwear
1186,02/01/2021 06:19,39,6,3,75.23,Not Returned,Online,225.69,18-25,West,Accessories
11866,05/01/2021 01:00,30,31,1,96.42,Not Returned,In-Store,96.42,46-55,East,Clothing
11867,01/01/2021 17:44,47,50,1,48.71,Not Returned,In-Store,48.71,26-35,East,Accessories
11868,08/01/2021 01:12,2,21,5,97.94,Not Returned,In Store,489.7,56+,East,Clothing
11869,01/01/2021 17:58,53,2,4,31.11,Not Returned,In-Store,124.44,46-55,East,Clothing
11870,06/01/2021 01:19,61,1,7,32.71,Not Returned,On line,228.97,26-35,East,Acessories
1187,04/01/2021 12:35,2,11,3,89.74,Not Returned,Online,269.22,56+,East,Clothing
11871,03/01/2021 02:12,29,7,3,74.99,Not Returned,On line,224.97,46-55,East,Footwear
11872,02/01/2021 16:43,14,50,5,21.58,Not Returned,Online,107.9,26-35,East,Accessories
11873,02/01/2021 21:57,36,1,6,27.69,Not Returned,In-Store,166.14,56+,East,Accessories
11875,09/01/2021 20:44,80,20,6,78.41,Not Returned,In-Store,470.46,46-55,East,Clothing
11876,06/01/2021 23:55,78,14,6,88,Not Returned,Online,528,46-55,South,Clothing
11877,05/01/2021 12:41,66,24,6,36.45,Not Returned,Online,218.7,46-55,South,Accessories
11878,01/01/2021 09:08,64,12,6,49.54,Not Returned,Online,297.24,26-35,South,Clothing
11879,08/01/2021 00:30,23,40,7,45.74,Not Returned,In-Store,320.18,46-55,East,Accessories
11880,06/01/2021 09:22,45,34,7,83.74,Not Returned,Online,586.18,26-35,North,Footwear
11881,08/01/2021 19:35,85,11,1,31.29,Not Returned,Online,31.29,18-25,North,Clothing
11882,05/01/2021 06:49,100,38,2,54.46,Not Returned,Online,108.92,18-25,West,Footwear
1188,01/01/2021 07:50,4,28,4,34.15,Not Returned,In-Store,136.6,56+,West,Footwear
11883,03/01/2021 05:05,46,4,1,92.72,Not Returned,In-Store,92.72,18-25,West,Clothing
11884,10/01/2021 02:52,65,44,7,27.55,Not Returned,In-Store,192.85,26-35,West,Accessories
11885,07/01/2021 19:24,97,6,5,48.93,Not Returned,Online,244.65,56+,East,Accessories
11886,09/01/2021 11:42,17,12,5,74,Not Returned,In-Store,370,46-55,South,Clothing
11887,11/01/2021 02:21,26,5,1,46.85,Not Returned,Online,46.85,36-45,East,Clothing
10069,10/01/2021 04:55,4,9,7,72.38,Not Returned,Online,506.66,56+,East,Foot wear
11889,08/01/2021 09:12,13,8,7,39.47,Not Returned,In-Store,276.29,56+,North,Accessories
11890,04/01/2021 11:18,92,32,5,58.51,Not Returned,In-Store,292.55,18-25,South,Clothing
11891,04/01/2021 14:16,21,33,5,96.23,Not Returned,Online,481.15,26-35,East,Accessories
1189,02/01/2021 22:32,9,22,5,67.24,Not Returned,Online,336.2,36-45,East,Clothing
11892,05/01/2021 23:23,14,22,2,86.89,Not Returned,On line,173.78,26-35,East,Clothing
11894,09/01/2021 06:32,61,17,2,80.86,Not Returned,Online,161.72,26-35,East,Accessories
11895,10/01/2021 02:34,1,19,5,81.68,Not Returned,Online,408.4,46-55,West,Foot wear
11896,09/01/2021 22:21,54,5,1,25.65,Not Returned,In-Store,25.65,56+,East,Clothing
11897,11/01/2021 06:55,12,30,1,20.9,Not Returned,In-Store,20.9,36-45,West,Clothing
11898,04/01/2021 22:15,39,43,5,87.42,Not Returned,Online,437.1,18-25,West,Clothing
11899,06/01/2021 20:43,28,49,2,52.17,Not Returned,Online,104.34,26-35,South,Footwear
11901,04/01/2021 02:18,70,14,1,43.37,Not Returned,Online,43.37,46-55,North,Clothing
11902,07/01/2021 09:38,33,48,5,77.82,Not Returned,In-Store,389.1,46-55,East,Footwear
11903,07/01/2021 00:57,21,22,7,85.24,Not Returned,In-Store,596.68,26-35,East,Clothing
11904,11/01/2021 07:49,99,41,3,27.47,Not Returned,Online,82.41,26-35,South,Accessories
11905,07/01/2021 16:06,62,26,4,48.87,Not Returned,In-Store,195.48,46-55,East,Footwear
11906,11/01/2021 00:58,46,24,1,64.24,Not Returned,Online,64.24,18-25,West,Accessories
11907,04/01/2021 01:11,31,8,1,47.01,Not Returned,Online,47.01,36-45,South,Accessories
11908,01/01/2021 23:28,83,37,4,82.89,Not Returned,In-Store,331.56,56+,East,Footwear
11909,11/01/2021 07:30,27,2,3,33.59,Not Returned,In-Store,100.77,36-45,North,Clothing
11910,05/01/2021 17:30,41,44,6,82,Not Returned,Online,492,46-55,East,Accessories
11911,09/01/2021 07:21,90,22,6,80.73,Not Returned,Online,484.38,36-45,North,Clothing
11912,11/01/2021 07:15,10,11,2,88.13,Not Returned,On line,176.26,56+,East,Clothing
11913,02/01/2021 07:25,48,25,7,53.55,Not Returned,Online,374.85,56+,West,Clothing
11914,11/01/2021 01:46,76,41,1,72.2,Not Returned,Online,72.2,26-35,West,Accessories
1191,06/01/2021 00:56,61,48,6,76,Not Returned,Online,456,26-35,East,Footwear
11915,11/01/2021 03:36,93,9,2,50.05,Not Returned,In-Store,100.1,36-45,North,Foot wear
11917,07/01/2021 07:49,10,19,4,60.05,Not Returned,In-Store,240.2,56+,East,Foot wear
11918,06/01/2021 11:12,28,22,7,76.58,Not Returned,Online,536.06,26-35,South,Clothing
11919,08/01/2021 08:46,43,41,4,39.26,Not Returned,Online,157.04,46-55,West,Accessories
11920,07/01/2021 02:47,88,42,6,89.55,Not Returned,In-Store,537.3,18-25,North,Foot wear
11921,04/01/2021 01:47,51,26,1,96.2,Not Returned,Online,96.2,46-55,East,Footwear
11922,07/01/2021 04:01,85,27,3,74.45,Not Returned,In-Store,223.35,18-25,North,Footwear
1192,04/01/2021 21:54,44,26,2,36.62,Not Returned,In-Store,73.24,26-35,East,Footwear
11923,05/01/2021 16:46,9,40,4,25.43,Not Returned,In-Store,101.72,36-45,East,Accessories
11924,07/01/2021 07:40,11,33,5,51.32,Not Returned,Online,256.6,46-55,South,Accessories
11925,03/01/2021 22:00,93,23,2,66.62,Not Returned,In-Store,133.24,36-45,North,Clothing
11926,02/01/2021 05:18,14,21,6,60.86,Not Returned,Online,365.16,26-35,East,Clothing
11927,09/01/2021 19:30,4,3,4,97.41,Not Returned,Online,389.64,56+,West,Footwear
11928,08/01/2021 12:23,41,1,2,22.95,Not Returned,Online,45.9,46-55,East,Accessories
11929,03/01/2021 03:11,43,28,7,39.55,Not Returned,In-Store,276.85,46-55,West,Footwear
11930,06/01/2021 22:34,96,26,6,22.1,Not Returned,Online,132.6,36-45,North,Footwear
1193,01/01/2021 15:56,9,14,1,28.79,Not Returned,Online,28.79,36-45,East,Clothing
11931,09/01/2021 23:43,64,8,1,77.8,Not Returned,In-Store,77.8,26-35,South,Accessories
11932,02/01/2021 10:01,11,28,6,60.03,Not Returned,In-Store,360.18,46-55,South,Footwear
11933,08/01/2021 03:11,78,24,7,49.78,Not Returned,Online,348.46,46-55,South,Accessories
11934,05/01/2021 02:58,92,40,2,81.47,Not Returned,In-Store,162.94,18-25,South,Accessories
11935,11/01/2021 06:25,38,26,1,21.29,Not Returned,Online,21.29,56+,South,Footwear
11936,10/01/2021 12:52,35,10,4,34.43,Not Returned,Online,137.72,36-45,East,Footwear
11937,01/01/2021 07:01,90,10,4,64.5,Not Returned,In-Store,258,36-45,North,Footwear
11938,04/01/2021 13:32,91,7,3,72.93,Not Returned,In-Store,218.79,36-45,East,Footwear
11939,05/01/2021 14:27,1,24,7,20.7,Not Returned,Online,144.9,46-55,West,Accessories
11940,05/01/2021 20:21,70,19,2,21.58,Not Returned,Online,43.16,46-55,North,Foot wear
11941,10/01/2021 11:32,12,39,1,69.21,Not Returned,In-Store,69.21,36-45,West,Accessories
11942,01/01/2021 12:10,8,7,6,74.09,Not Returned,Online,444.54,,West,Footwear
11943,07/01/2021 20:13,94,2,6,23.8,Not Returned,Online,142.8,36-45,West,Clothing
1194,05/01/2021 13:04,63,41,4,38.6,Not Returned,Online,154.4,56+,East,Accessories
11944,11/01/2021 06:22,67,19,3,82.57,Not Returned,On line,247.71,26-35,South,Foot wear
11945,04/01/2021 15:27,61,40,7,53.48,Not Returned,Online,374.36,26-35,East,Accessories
11946,09/01/2021 11:25,94,3,7,49.31,Not Returned,In-Store,345.17,36-45,West,Footwear
11947,06/01/2021 07:54,44,41,4,59.65,Not Returned,Online,238.6,26-35,East,Accessories
11948,05/01/2021 23:18,1,15,1,24.72,Not Returned,Online,24.72,46-55,West,Footwear
11949,01/01/2021 01:41,76,9,1,33.31,Not Returned,In-Store,33.31,26-35,West,Foot wear
11950,05/01/2021 11:55,24,34,7,51.84,Not Returned,Online,362.88,18-25,South,Footwear
11951,06/01/2021 18:33,41,39,2,33.58,Not Returned,In-Store,67.16,46-55,East,Accessories
11952,01/01/2021 22:59,76,26,4,68.99,Not Returned,Online,275.96,26-35,West,Footwear
11953,01/01/2021 07:21,17,23,5,48.74,Not Returned,Online,243.7,46-55,South,Clothing
1195,07/01/2021 16:46,5,34,6,45.37,Not Returned,Online,272.22,56+,West,Footwear
11955,01/01/2021 14:56,75,5,2,84.47,Not Returned,On line,168.94,56+,West,Clothing
11956,03/01/2021 22:58,43,9,5,95.25,Not Returned,In-Store,476.25,46-55,West,Foot wear
11957,01/01/2021 00:41,87,28,6,56.43,Not Returned,In-Store,338.58,18-25,South,Footwear
11958,02/01/2021 13:58,99,16,5,53.08,Not Returned,Online,265.4,26-35,South,Footwear
11959,07/01/2021 07:00,33,25,3,70.68,Not Returned,Online,212.04,46-55,East,Clothing
11960,07/01/2021 02:24,66,4,1,42.61,Not Returned,Online,42.61,46-55,South,Clothing
11961,02/01/2021 00:49,48,28,7,42.51,Not Returned,In-Store,297.57,56+,West,Footwear
11962,11/01/2021 07:16,74,40,6,49.19,Not Returned,Online,295.14,26-35,West,Accessories
11963,08/01/2021 12:47,50,6,5,97.58,Not Returned,Online,487.9,46-55,South,Accessories
11964,07/01/2021 16:41,24,13,1,60.42,Not Returned,In-Store,60.42,18-25,South,Footwear
1196,03/01/2021 13:43,51,44,2,66.71,Not Returned,Online,133.42,46-55,East,Accessories
11965,05/01/2021 00:25,86,41,7,84.17,Not Returned,Online,589.19,18-25,East,Accessories
11967,03/01/2021 15:11,57,33,5,34.37,Not Returned,On line,171.85,46-55,North,Accessories
11968,08/01/2021 03:21,24,25,1,63.41,Not Returned,In-Store,63.41,18-25,South,Clothing
11969,08/01/2021 06:45,75,7,6,52.34,Not Returned,Online,314.04,56+,West,Footwear
11970,07/01/2021 13:25,91,37,1,32.51,Not Returned,Online,32.51,36-45,East,Footwear
1197,08/01/2021 17:03,96,10,1,56.17,Not Returned,Online,56.17,36-45,North,Footwear
11971,09/01/2021 18:37,60,14,3,22.87,Not Returned,Online,68.61,26-35,West,Clothing
11972,11/01/2021 02:14,28,22,2,54.03,Not Returned,In-Store,108.06,26-35,South,Clothing
11973,10/01/2021 14:48,66,44,1,85.35,Not Returned,Online,85.35,46-55,South,Accessories
11974,06/01/2021 09:58,94,7,3,93.55,Not Returned,Online,280.65,36-45,West,Footwear
11976,07/01/2021 06:09,94,13,2,54.55,Not Returned,Online,109.1,36-45,West,Footwear
11977,06/01/2021 06:45,52,32,4,65.08,Not Returned,Online,260.32,46-55,East,Clothing
11978,08/01/2021 23:27,7,40,5,21.38,Not Returned,Online,106.9,,North,Accessories
